,Unibail-Rodamco,LOréal,Worldline SA,EssilorLuxottica,Bouygues,LEGRAND,SAFRAN,Dassault Systèmes,Sodexo,Publicis,Schneider Electric,Hermès (Hermes International,Accor,LVMH Moet Hennessy Louis Vuitton,Air Liquide
2014-12-11,204.75,135.0,15.99,88.82,42.67,51.1,47.94,79.23,29.87,50.52,60.98,34.11,291.2,127.12,80.14
2014-12-10,207.0,135.98,15.82,89.09,43.15,52.24,48.54,79.85,29.82,51.03,62.25,34.41,295.15,126.17,80.93
2014-12-09,205.92,136.1,15.54,89.04,43.57,52.71,48.32,79.76,29.91,51.39,62.66,34.36,303.08,127.61,81.18
2014-12-08,209.68,138.55,15.3,91.96,43.91,53.34,48.81,81.23,31.08,51.82,63.35,35.53,288.4,131.08,81.68
2014-12-05,210.57,138.53,15.2,92.02,43.77,53.46,49.61,80.61,30.88,51.51,63.49,35.58,290.25,130.77,82.09
2014-12-04,213.73,135.28,15.21,89.96,43.92,52.65,49.21,80.36,29.87,51.69,64.86,35.69,282.95,130.17,81.93
2014-12-03,212.98,138.35,15.07,89.61,43.64,52.51,49.31,81.56,29.99,51.26,64.39,35.8,272.03,128.7,81.72
2014-12-02,212.54,137.7,15.19,88.99,43.29,52.36,49.54,80.99,29.97,50.58,65.1,36.12,271.15,127.85,81.5
2014-12-01,211.6,137.13,15.23,89.4,41.87,51.87,51.47,81.02,30.06,50.35,64.62,35.93,270.0,129.73,81.1
2014-11-28,212.13,136.18,15.4,89.23,41.95,51.88,50.8,80.31,30.2,50.05,65.13,36.0,264.23,129.79,81.3
2014-11-27,208.38,135.6,15.42,88.56,41.99,52.01,50.91,80.45,30.44,49.78,65.63,35.51,263.0,129.5,81.26
2014-11-26,207.07,134.45,15.49,86.7,42.5,52.38,50.86,79.75,29.63,50.16,65.95,35.11,262.85,128.83,80.66
2014-11-25,207.75,135.5,15.64,88.17,41.9,51.91,51.5,79.44,29.82,50.24,65.71,34.91,262.05,129.7,81.16
2014-11-24,207.18,135.28,15.75,88.14,41.44,51.84,51.3,79.79,29.76,50.15,65.01,34.75,263.7,129.49,81.18
2014-11-21,204.03,135.55,15.7,87.19,40.75,51.01,50.69,78.68,29.87,49.04,62.0,34.59,258.24,129.69,80.54
2014-11-20,200.68,133.25,15.59,86.15,40.73,51.03,50.75,78.0,29.08,48.78,62.36,33.63,258.62,125.72,78.5
2014-11-19,203.75,132.55,15.66,86.25,40.59,51.69,50.42,79.22,28.91,48.92,62.34,33.69,258.63,126.8,79.02
2014-11-18,201.9,132.26,15.67,86.19,40.22,51.76,50.01,79.75,29.15,49.16,61.62,33.21,258.32,125.24,79.04
2014-11-17,199.86,131.5,15.79,85.23,40.06,51.57,49.52,78.7,28.62,48.58,61.16,32.32,258.15,124.59,77.93
2014-11-14,202.1,131.15,15.69,84.93,40.53,52.0,50.07,78.17,28.11,48.66,61.5,32.38,259.45,123.92,77.7
2014-11-13,201.0,131.11,15.74,86.44,40.32,51.55,50.06,78.7,26.89,48.23,61.59,32.59,255.99,124.28,77.93
2014-11-12,201.0,128.85,15.67,86.66,40.72,51.71,49.58,78.64,27.56,48.73,62.27,32.48,258.0,121.99,77.76
2014-11-11,203.71,129.7,15.75,87.58,40.28,51.36,50.08,77.83,28.11,49.01,62.47,32.45,255.71,123.63,78.48
2014-11-10,202.2,127.85,15.78,85.63,40.12,50.91,48.48,76.88,27.88,48.31,61.36,31.57,251.57,121.62,77.89
2014-11-07,202.85,126.8,15.69,85.2,40.89,51.2,48.72,77.15,27.64,48.73,61.61,32.03,248.34,120.76,78.24
2014-11-06,202.05,126.95,16.2,86.61,41.28,50.23,48.64,77.19,28.07,47.36,62.23,32.04,245.67,122.03,77.62
2014-11-05,204.26,125.73,16.03,86.21,42.01,49.79,48.81,77.15,28.11,47.89,62.43,32.0,240.6,120.76,77.82
2014-11-04,203.23,123.8,16.02,85.48,42.3,50.08,48.91,77.02,27.62,46.29,61.81,32.61,245.31,117.95,76.14
2014-11-03,202.61,122.51,16.03,86.32,42.79,50.55,49.49,76.78,27.74,45.19,62.28,31.94,245.44,122.13,77.09
2014-10-31,202.31,124.55,15.85,86.89,42.6,50.23,49.52,76.71,27.49,47.28,62.11,31.64,244.92,121.78,77.84
2014-10-30,197.34,120.5,15.93,85.52,42.09,49.27,48.63,75.23,26.94,45.92,59.93,31.34,241.35,119.86,75.22
2014-10-29,199.31,123.1,16.03,85.45,40.75,49.08,48.08,74.6,26.89,45.21,58.94,30.84,238.0,118.87,76.94
2014-10-28,197.08,122.4,16.11,85.5,40.07,48.38,47.64,74.5,26.48,44.41,57.33,30.33,238.0,117.28,75.69
2014-10-27,196.05,119.5,15.62,83.55,40.29,47.9,47.68,73.95,26.01,44.35,57.48,30.47,239.03,116.33,75.15
2014-10-24,195.29,119.95,15.38,83.36,40.58,47.98,47.05,74.21,26.08,44.35,58.02,30.32,233.6,115.72,74.79
2014-10-23,194.5,120.8,15.23,82.85,40.33,48.47,45.76,73.53,26.33,43.97,57.54,30.32,234.55,114.77,74.73
2014-10-22,192.83,120.3,15.41,82.08,40.53,46.23,47.39,74.08,25.74,46.06,57.69,30.97,234.73,114.57,74.12
2014-10-21,190.8,120.1,15.38,81.27,39.46,45.28,47.57,74.19,25.6,45.5,56.63,30.92,232.22,114.71,73.95
2014-10-20,187.56,119.88,15.12,80.54,39.5,45.28,47.6,72.83,25.32,45.75,57.37,30.05,231.35,112.68,72.54
2014-10-17,187.87,118.85,15.16,81.41,38.41,44.27,46.85,71.93,25.29,44.15,57.65,29.01,235.45,112.09,71.85
2014-10-16,181.38,118.49,15.06,78.55,38.0,44.6,46.7,70.55,24.86,44.25,54.94,28.88,234.5,111.66,71.61
2014-10-15,187.93,117.6,15.24,78.93,39.08,45.2,46.45,73.05,24.83,43.76,55.13,29.69,233.3,113.78,71.64
2014-10-14,192.67,121.42,15.35,80.33,38.31,46.18,47.63,72.11,25.67,44.61,55.53,29.46,229.94,114.91,73.24
2014-10-13,193.91,121.8,15.31,80.88,38.1,47.35,47.26,72.84,24.47,44.37,56.21,29.84,232.65,113.77,73.86
2014-10-10,192.58,122.88,15.57,82.68,38.56,47.11,48.2,71.47,24.59,44.58,56.0,30.28,233.58,112.29,74.7
2014-10-09,195.52,122.88,15.47,82.78,39.26,48.52,48.59,74.05,24.6,44.54,57.52,30.97,236.58,114.97,75.94
2014-10-08,194.65,122.1,15.52,82.94,39.05,48.43,48.22,72.54,24.36,45.82,57.0,31.89,236.45,113.94,74.86
2014-10-07,196.2,122.0,15.55,82.67,39.79,48.45,49.34,74.7,24.62,46.68,58.27,33.04,237.97,113.92,76.48
2014-10-06,199.46,123.95,15.88,84.62,40.45,49.95,49.87,75.43,25.01,47.09,58.99,33.26,238.07,116.26,76.67
2014-10-02,199.83,123.0,15.89,83.84,40.61,50.39,50.19,75.08,24.88,46.44,59.0,32.57,234.31,114.01,75.37
2014-10-01,203.97,124.58,15.95,85.36,41.03,51.26,49.49,77.12,25.25,46.83,60.51,33.18,236.4,116.12,76.47
2014-09-30,201.96,124.85,15.88,86.3,40.74,50.35,50.34,76.84,25.65,46.86,59.83,33.27,235.27,115.67,77.61
2014-09-29,203.15,124.51,15.6,84.11,41.07,50.38,50.3,76.85,25.19,46.2,60.0,33.56,237.8,116.69,76.77
2014-09-26,200.38,124.2,15.76,85.37,40.54,49.62,50.44,76.79,25.69,46.21,60.15,33.61,238.0,118.11,77.3
2014-09-25,203.7,124.7,15.75,85.64,42.4,50.34,49.86,78.23,26.09,46.7,60.3,34.08,241.4,117.84,76.96
2014-09-24,203.45,124.8,15.78,86.18,42.02,49.64,50.59,77.73,25.94,45.9,60.81,34.01,242.5,118.65,77.63
2014-09-23,202.98,123.5,15.89,85.75,43.21,50.26,50.98,78.46,26.02,47.05,61.93,34.29,245.13,117.42,78.83
2014-09-22,204.53,125.83,15.74,86.61,43.32,50.69,50.92,78.03,26.62,47.49,62.45,34.34,246.55,120.22,79.42
2014-09-19,206.45,125.8,15.89,85.9,43.88,50.82,51.43,78.45,26.71,49.73,63.61,35.1,245.75,121.53,79.89
2014-09-18,204.4,124.7,15.65,85.39,43.83,51.0,50.44,76.92,26.68,49.39,62.73,34.92,243.71,121.94,78.38
2014-09-17,204.79,125.25,15.84,83.92,43.54,51.06,50.77,76.89,27.18,48.73,62.96,34.31,243.98,121.22,77.94
2014-09-16,203.83,125.12,15.99,84.11,43.9,51.52,50.92,77.35,27.0,49.02,63.76,34.38,242.54,122.16,77.68
2014-09-15,206.55,125.15,16.04,83.86,43.93,51.37,51.18,76.73,27.38,48.63,64.0,34.06,243.4,123.29,78.61
2014-09-12,207.45,125.2,16.23,83.37,43.75,51.05,50.76,76.85,27.59,49.0,64.44,34.31,241.87,123.09,78.77
2014-09-11,207.26,125.47,16.19,82.49,43.43,50.96,50.55,76.87,27.67,49.44,64.41,34.14,243.7,122.39,77.8
2014-09-10,206.93,126.29,16.17,81.36,43.35,51.02,49.76,76.07,27.84,49.59,64.54,34.59,243.5,122.0,78.49
2014-09-09,206.4,125.0,16.09,82.33,43.99,51.2,49.83,76.39,27.94,49.92,65.01,34.93,244.7,123.15,79.17
2014-09-08,206.53,127.1,16.11,83.19,44.32,51.54,50.55,76.5,28.1,49.96,65.57,35.58,244.1,121.98,79.16
2014-09-05,205.28,128.29,16.35,82.12,44.18,51.57,49.62,76.61,27.98,50.38,65.75,35.61,244.2,122.57,79.56
2014-09-04,204.51,130.0,16.25,82.22,43.58,50.8,49.78,75.89,27.73,49.12,65.48,34.81,250.0,124.19,79.03
2014-09-03,204.36,128.18,16.29,80.92,43.78,49.77,49.39,75.93,27.54,49.21,64.17,34.52,253.7,123.56,79.21
2014-09-02,204.31,128.35,16.15,80.61,42.1,49.83,49.49,75.79,27.46,49.4,64.27,35.14,260.39,119.98,77.97
2014-09-01,204.14,126.12,16.05,80.87,42.02,49.83,48.88,74.77,27.53,48.9,64.12,35.22,261.41,119.64,78.44
2014-08-29,204.08,126.55,15.99,79.52,41.94,49.65,48.72,74.9,27.79,48.44,64.2,35.34,262.15,118.78,77.46
2014-08-28,206.27,126.58,16.07,78.95,42.41,49.32,49.07,74.64,28.37,49.27,64.38,35.59,260.58,119.14,78.56
2014-08-27,204.23,127.62,16.25,75.57,42.37,49.19,49.55,75.7,28.83,49.04,65.02,35.79,261.57,119.55,78.85
2014-08-26,206.08,127.65,16.3,75.96,42.28,49.0,49.28,74.24,28.64,49.31,65.1,34.38,260.5,120.56,78.35
2014-08-25,201.1,125.85,16.25,75.48,41.94,47.34,49.0,73.3,28.53,48.16,64.42,34.16,261.75,119.08,77.53
2014-08-22,198.43,124.85,16.11,73.41,41.91,47.33,48.56,73.0,28.19,47.7,64.32,34.25,260.42,116.35,76.91
2014-08-21,197.41,125.15,16.01,74.44,42.01,46.87,48.32,72.96,28.43,47.72,63.16,34.26,262.18,117.88,77.24
2014-08-20,196.96,124.5,15.94,73.48,41.99,46.85,48.92,73.43,27.69,47.79,63.2,33.88,263.5,117.02,76.79
2014-08-19,199.26,125.2,16.05,72.97,41.85,47.41,48.6,73.68,27.85,47.62,63.37,33.59,264.3,116.96,77.0
2014-08-18,196.56,125.11,16.06,73.39,41.62,46.67,48.22,73.28,27.61,47.13,63.26,33.53,259.32,116.49,76.51
2014-08-15,197.58,124.95,16.09,71.17,41.44,46.67,48.28,73.11,27.15,46.72,62.66,33.49,257.52,116.03,76.05
2014-08-14,197.03,124.25,16.07,71.88,41.42,45.92,47.66,73.36,27.43,46.63,62.97,32.98,257.09,115.33,75.86
2014-08-13,195.86,124.73,16.05,70.93,41.58,45.46,47.84,72.97,27.23,47.08,61.7,32.89,259.08,115.9,76.34
2014-08-12,194.28,123.8,16.14,71.05,41.01,45.35,48.04,72.54,27.62,47.29,62.4,32.71,259.88,115.13,75.43
2014-08-11,192.9,125.0,15.91,71.7,39.66,44.29,47.17,72.87,28.12,47.23,61.54,32.93,259.3,115.49,75.47
2014-08-08,191.7,123.83,15.92,70.7,39.88,43.67,47.22,71.9,27.3,46.12,61.21,32.35,255.08,113.59,74.56
2014-08-07,190.15,125.53,16.32,71.8,40.43,44.34,47.56,72.84,27.4,46.55,61.43,33.15,258.45,113.5,74.94
2014-08-06,192.03,125.35,16.26,72.09,41.16,44.17,47.83,72.15,27.94,46.24,61.61,33.15,257.1,115.49,75.59
2014-08-05,194.28,127.3,16.39,72.78,40.59,44.0,47.61,73.1,28.33,46.37,62.17,33.33,255.64,116.75,76.25
2014-08-04,194.98,124.45,16.47,71.24,40.83,43.3,48.3,72.6,28.35,46.09,62.26,33.75,256.13,114.91,74.78
2014-08-01,199.08,124.23,16.35,71.58,41.17,43.27,48.44,73.3,28.27,46.44,61.52,34.21,256.4,115.81,75.61
2014-07-31,201.75,126.35,16.49,72.1,43.23,44.0,48.78,74.45,29.37,46.65,62.55,34.34,259.56,116.18,76.47
2014-07-30,203.49,127.53,16.65,73.92,44.07,45.08,48.58,74.92,29.57,47.17,64.53,34.23,261.37,117.07,80.21
2014-07-29,204.53,128.5,16.59,73.24,44.47,44.83,48.32,75.48,29.76,47.04,67.8,33.95,258.84,120.11,80.09
2014-07-28,199.75,127.33,16.26,73.03,43.71,45.63,47.45,75.42,29.79,48.59,67.47,34.27,260.05,118.97,78.93
2014-07-25,202.02,126.9,16.21,72.57,44.39,46.07,47.45,76.02,29.78,49.85,68.53,34.7,263.25,119.9,79.43
2014-07-24,207.0,128.65,16.19,73.26,43.7,45.87,48.39,75.93,30.22,50.27,67.45,34.8,266.85,123.65,79.85
2014-07-23,208.0,129.05,16.19,73.91,43.6,45.57,45.72,75.86,30.02,47.59,67.54,34.98,264.02,125.99,79.1
2014-07-22,205.2,128.15,16.07,74.01,43.09,46.02,45.74,75.95,30.23,48.05,66.38,34.56,264.47,125.09,79.17
2014-07-21,202.59,127.3,15.55,73.04,43.63,45.96,45.53,75.83,29.51,51.03,66.89,35.15,263.78,124.73,79.34
2014-07-18,204.38,126.08,15.86,73.06,43.33,45.75,46.26,75.66,29.04,51.05,65.76,34.41,262.2,123.29,78.71
2014-07-17,205.08,126.9,16.16,73.07,43.64,46.04,45.1,76.51,29.14,51.13,67.23,34.72,268.0,125.54,78.89
2014-07-16,204.98,126.55,16.18,73.92,43.13,46.16,45.73,76.23,29.26,50.91,67.13,34.36,265.69,126.44,80.09
2014-07-15,206.04,125.93,16.17,71.77,43.07,46.7,46.01,76.45,28.64,50.68,66.72,34.89,268.11,124.82,79.76
2014-07-14,207.48,125.78,16.21,72.28,43.21,46.97,46.26,76.65,28.49,50.71,67.09,35.23,265.5,126.35,79.95
2014-07-11,206.11,125.67,16.25,73.03,43.23,45.87,46.15,77.35,28.45,51.5,65.64,35.76,262.0,125.27,79.41
2014-07-10,204.86,125.23,16.25,73.93,43.92,45.22,46.28,76.99,28.47,51.09,65.83,35.58,263.35,126.15,79.7
2014-07-09,207.19,126.77,16.25,75.04,44.07,45.33,46.3,77.34,28.61,51.37,67.21,35.71,264.0,125.22,80.74
2014-07-08,203.63,125.25,16.27,75.77,44.91,46.32,46.25,78.51,28.83,51.72,66.98,35.75,268.65,125.32,80.32
2014-07-07,210.06,125.17,16.26,75.32,45.63,47.25,47.27,79.0,29.57,52.56,68.82,36.28,269.6,126.13,80.96
2014-07-04,208.86,126.9,16.28,76.57,45.28,47.22,47.34,79.57,30.06,52.43,69.16,37.05,269.85,127.21,81.6
2014-07-03,213.16,126.97,16.28,76.39,44.69,46.88,46.38,78.61,30.2,52.56,67.84,37.13,270.3,127.39,80.66
2014-07-02,212.93,125.5,16.17,76.82,44.75,46.84,46.59,79.01,29.9,53.18,68.58,36.26,268.15,126.71,79.94
2014-07-01,213.39,125.08,16.25,77.02,44.8,47.81,45.78,78.27,30.25,53.29,68.81,36.15,268.8,127.74,80.04
2014-06-30,213.06,126.12,16.32,76.78,44.9,48.2,45.65,79.28,30.32,53.49,68.49,36.14,263.67,127.75,79.53
2014-06-27,212.81,125.92,,77.48,43.93,47.51,45.45,78.48,30.29,53.32,69.36,36.39,263.75,126.93,78.36
2014-06-26,211.05,126.03,,77.78,43.95,47.55,45.69,78.39,30.75,52.83,69.72,36.39,262.35,126.22,77.97
2014-06-25,212.48,127.0,,77.78,44.36,47.42,45.64,78.33,30.86,52.68,70.0,37.02,261.13,129.16,78.73
2014-06-24,210.86,128.0,,79.44,44.88,47.62,46.68,79.28,31.33,53.04,70.73,37.06,263.75,131.58,79.05
2014-06-23,211.03,128.1,,78.92,45.86,48.87,46.63,79.32,31.65,53.21,70.86,36.9,254.76,131.22,79.41
2014-06-20,211.0,129.33,,78.43,45.9,49.07,46.41,78.48,32.42,53.58,71.86,37.09,257.05,132.21,80.18
2014-06-19,209.46,128.5,,78.82,45.79,49.74,46.5,78.42,32.73,53.25,70.1,36.97,258.75,131.85,79.69
2014-06-18,209.53,127.17,,78.73,45.59,49.81,46.68,77.4,33.01,52.84,69.38,36.97,256.35,131.04,79.22
2014-06-17,208.35,127.45,,79.22,45.63,49.13,46.41,76.94,33.03,53.4,69.03,36.87,254.96,131.61,79.19
2014-06-16,208.76,127.05,,77.04,45.03,49.01,45.0,77.04,33.12,53.35,68.5,36.55,254.95,129.55,78.86
2014-06-13,210.23,128.05,,77.03,45.37,48.85,46.45,76.87,33.34,54.08,68.51,37.27,255.57,130.09,78.89
2014-06-12,210.9,128.05,,77.08,45.55,49.54,45.76,78.16,33.51,54.69,69.3,37.11,256.9,130.27,79.67
2014-06-11,210.55,129.0,,77.44,46.01,50.0,46.78,78.16,32.19,54.45,69.88,37.2,255.62,130.11,79.92
2014-06-10,210.25,128.58,,76.42,46.95,50.56,45.88,78.93,34.01,54.33,70.05,37.34,255.55,129.65,80.12
2014-06-09,211.6,126.82,,76.02,46.94,50.88,45.82,78.78,34.21,52.43,70.59,37.18,254.5,129.71,79.76
2014-06-06,212.03,127.6,,75.7,47.03,51.18,46.24,78.95,33.98,52.41,70.72,37.29,256.45,129.42,79.19
2014-06-05,207.07,129.25,,76.32,46.56,49.56,45.17,78.74,33.23,52.32,69.33,37.44,255.99,131.22,78.14
2014-06-04,206.37,127.9,,75.75,46.49,49.42,45.22,79.0,33.33,52.41,68.73,36.56,258.5,130.41,78.04
2014-06-03,206.63,127.78,,76.21,46.48,49.87,45.42,79.21,34.02,52.98,69.71,36.83,259.1,130.99,78.1
2014-06-02,206.35,127.4,,76.32,46.35,50.2,45.62,79.12,34.36,53.26,69.53,37.13,258.75,130.36,78.4
2014-05-30,205.0,128.23,,76.2,46.27,49.21,45.39,79.74,34.05,53.22,68.72,36.67,259.6,131.58,78.16
2014-05-29,201.85,128.78,,76.7,46.35,49.03,45.52,79.92,34.02,53.47,69.34,36.34,257.64,129.96,77.72
2014-05-28,202.41,127.12,,76.49,47.19,49.65,45.3,79.6,33.69,53.18,69.35,36.24,256.54,129.82,78.16
2014-05-27,201.1,128.28,,76.92,46.56,49.19,44.82,80.19,33.74,52.7,68.86,35.74,258.0,130.41,78.28
2014-05-26,199.55,128.05,,76.5,46.28,48.33,44.1,79.33,33.48,52.83,67.97,34.7,259.06,129.66,77.72
2014-05-23,197.76,127.65,,75.83,46.76,47.68,43.66,79.0,32.82,52.61,67.62,34.29,257.43,128.65,77.46
2014-05-22,197.56,128.32,,76.09,46.94,47.25,43.82,79.25,32.47,52.14,66.37,34.12,259.63,129.48,77.69
2014-05-21,198.4,129.22,,76.71,46.84,47.79,43.64,78.78,32.45,51.27,66.33,33.6,257.45,129.37,76.87
2014-05-20,198.18,128.35,,77.21,46.87,47.49,43.6,78.89,32.87,51.82,67.45,33.32,258.21,127.97,76.84
2014-05-19,198.01,128.53,,77.71,46.31,46.9,43.38,78.87,33.15,49.98,66.74,33.44,258.0,128.33,77.4
2014-05-16,196.59,129.55,,76.64,46.79,47.79,43.35,79.28,33.04,50.1,66.2,33.97,254.9,128.92,76.85
2014-05-15,195.82,128.02,,77.06,47.57,48.33,43.38,78.97,32.25,49.99,67.4,34.07,252.83,129.3,78.56
2014-05-14,197.72,127.18,,78.51,46.93,48.68,43.66,78.98,32.68,50.98,67.73,33.88,253.93,128.47,77.53
2014-05-13,196.8,126.23,,78.28,46.73,48.44,43.56,78.43,33.07,51.09,69.94,33.64,254.46,128.51,76.86
2014-05-12,193.7,126.78,,78.4,46.89,47.99,43.76,78.35,32.78,50.89,69.4,33.83,254.5,128.79,77.4
2014-05-09,202.5,126.55,,77.61,46.38,47.55,43.54,78.74,32.21,49.61,68.43,33.6,253.0,128.06,76.78
2014-05-08,201.16,125.65,,77.32,46.08,46.65,42.92,78.01,32.26,51.19,68.62,33.66,250.43,128.47,76.58
2014-05-07,197.41,124.57,,76.46,45.7,47.69,42.9,77.74,31.67,51.17,66.39,33.2,250.03,127.46,75.74
2014-05-06,195.61,123.6,,75.22,46.45,47.59,43.44,77.95,32.23,51.65,67.94,33.48,252.31,126.19,75.42
2014-05-05,192.01,123.8,,75.89,46.21,47.68,42.73,77.4,32.12,51.41,67.16,33.3,251.55,125.41,75.41
2014-05-02,195.45,124.0,,75.79,46.42,48.52,42.76,77.72,32.1,52.32,67.36,33.24,253.7,127.07,75.72
2014-04-30,194.6,124.0,,76.32,46.58,48.49,42.15,77.41,30.79,51.67,67.71,33.33,253.65,128.26,75.34
2014-04-29,194.08,121.23,,77.14,46.66,47.33,42.45,78.08,30.68,51.08,67.84,33.35,256.27,125.81,75.63
2014-04-28,193.88,123.47,,75.85,46.7,47.73,41.87,78.05,30.7,50.93,68.0,33.27,255.22,126.59,75.63
2014-04-25,192.21,122.8,,73.82,46.59,48.24,42.33,78.41,29.87,52.41,67.1,33.24,249.61,127.88,75.59
2014-04-24,191.98,121.1,,74.13,46.51,47.71,42.18,78.36,29.25,52.48,68.13,33.73,252.0,128.47,75.23
2014-04-23,192.63,122.65,,73.75,46.09,49.11,42.86,78.6,27.53,52.32,65.08,33.93,252.78,128.38,73.58
2014-04-22,190.15,121.83,,73.04,45.43,49.93,41.71,79.27,28.15,55.21,66.1,32.94,253.37,128.8,73.47
2014-04-17,189.46,121.89,,71.26,44.86,48.8,41.6,79.5,27.99,54.25,64.88,33.66,251.89,128.58,72.1
2014-04-16,189.2,122.05,,71.39,45.03,48.98,41.47,78.25,27.71,52.07,64.37,32.93,253.95,128.56,72.1
2014-04-15,187.98,123.1,,72.0,44.94,47.69,40.7,77.97,27.3,52.03,63.91,32.9,254.4,126.99,70.82
2014-04-14,187.95,120.42,,72.07,44.38,48.15,39.73,74.1,27.14,50.93,64.3,32.53,250.0,127.88,71.69
2014-04-11,190.6,117.15,,71.0,45.07,48.68,39.89,75.6,27.54,52.6,64.46,32.89,247.95,126.98,71.62
2014-04-10,191.98,117.33,,72.81,45.22,49.13,41.31,77.32,27.73,54.0,65.7,34.26,244.5,125.62,72.4
2014-04-09,192.41,118.07,,73.05,44.7,48.88,41.12,75.87,27.99,52.49,64.42,33.98,244.5,123.74,72.32
2014-04-08,190.98,118.45,,73.3,45.48,48.58,40.9,75.16,28.01,52.59,64.14,34.31,242.13,121.22,72.24
2014-04-07,190.68,118.35,,73.08,45.56,50.44,40.87,75.65,27.47,54.25,64.89,34.37,239.86,119.45,72.03
2014-04-04,188.71,119.35,,73.41,45.82,51.15,41.01,76.09,29.33,55.0,65.51,35.12,242.33,120.49,72.45
2014-04-03,188.63,118.79,,72.71,45.56,49.72,41.15,75.61,29.14,54.33,65.24,35.58,242.3,120.93,71.86
2014-04-02,187.95,118.88,,73.21,45.24,50.56,41.34,76.22,29.13,54.8,64.4,35.93,243.1,121.53,71.47
2014-04-01,189.17,119.0,,72.64,45.21,50.6,41.23,76.19,29.02,55.39,64.59,35.23,243.15,121.65,71.7
2014-03-31,190.64,120.4,,72.91,45.2,50.46,41.41,76.48,28.87,55.5,64.86,35.25,243.0,119.55,72.18
2014-03-28,191.02,119.45,,73.27,45.36,50.4,40.93,76.41,28.83,55.15,64.8,34.7,239.7,120.22,71.97
2014-03-27,190.93,118.4,,72.38,45.3,50.7,40.9,76.2,28.4,55.27,64.4,34.47,240.0,120.04,72.25
2014-03-26,190.65,118.6,,72.23,44.81,50.72,41.17,75.84,27.81,54.78,65.06,34.89,242.08,119.55,72.42
2014-03-25,190.18,117.15,,72.28,44.07,50.22,40.6,76.0,27.75,54.02,64.72,36.16,237.8,119.21,71.72
2014-03-24,189.73,115.94,,71.96,44.21,50.12,40.47,75.3,27.68,54.43,64.35,35.2,238.9,115.83,70.99
2014-03-21,188.1,115.52,,73.34,44.33,50.54,40.81,75.5,28.63,54.16,63.98,35.33,236.45,115.81,71.05
2014-03-20,185.21,115.78,,73.06,43.85,48.8,40.37,75.02,29.16,53.75,62.13,35.18,235.95,116.3,70.11
2014-03-19,188.51,116.8,,71.87,43.92,49.16,40.56,76.72,28.43,54.86,63.04,35.92,236.95,115.62,69.89
2014-03-18,188.83,116.28,,71.67,44.04,48.05,40.62,76.15,28.92,55.11,63.11,35.96,232.39,116.53,70.55
2014-03-17,185.96,116.91,,70.84,43.56,48.0,40.62,76.25,28.82,54.1,63.22,35.05,232.15,115.21,70.19
2014-03-14,186.04,115.98,,70.5,43.22,46.82,39.91,76.42,29.06,54.22,60.82,35.13,230.25,114.01,69.83
2014-03-13,186.91,115.42,,70.8,43.52,46.8,39.89,77.67,29.81,55.14,62.79,36.55,234.09,114.46,70.25
2014-03-12,188.6,118.71,,71.36,43.31,47.15,40.29,77.14,30.41,54.52,63.52,36.03,234.69,116.12,71.25
2014-03-11,189.48,120.65,,72.53,43.83,48.48,40.58,77.45,31.23,55.71,64.56,36.29,233.35,118.42,71.97
2014-03-10,192.53,120.7,,72.63,43.69,47.94,40.58,77.64,31.16,56.95,64.73,36.13,231.26,117.7,72.1
2014-03-07,195.96,120.0,,72.7,44.02,49.5,40.52,78.19,28.77,57.11,64.93,36.14,231.85,118.99,72.24
2014-03-06,195.01,121.34,,72.84,44.32,49.6,40.64,78.1,29.15,56.84,65.73,35.61,230.9,118.44,72.07
2014-03-05,193.93,121.4,,72.28,44.37,51.38,40.32,77.35,27.48,56.87,65.33,35.69,230.78,119.37,72.66
2014-03-04,194.39,123.02,,73.08,44.24,51.2,40.64,76.23,27.46,56.91,65.14,34.4,233.45,119.59,72.35
2014-03-03,188.9,121.0,,72.47,44.1,50.44,39.9,76.0,27.36,57.12,63.35,34.38,231.0,118.51,71.17
2014-02-28,190.51,122.82,,74.79,44.9,50.09,40.03,76.83,27.79,57.43,64.34,34.12,232.13,120.54,72.38
2014-02-27,190.13,123.0,,75.64,44.35,50.0,39.69,76.81,28.21,57.32,63.93,34.77,232.65,122.18,72.39
2014-02-26,191.06,123.48,,78.23,44.42,49.5,40.28,76.8,28.95,57.98,65.54,35.17,236.0,121.42,72.54
2014-02-25,191.35,125.1,,78.23,44.35,50.5,41.11,77.4,28.75,57.95,65.14,34.7,236.07,122.88,72.4
2014-02-24,191.0,123.3,,78.13,43.66,50.91,41.11,76.78,29.15,57.35,65.16,34.53,240.88,124.82,72.32
2014-02-21,190.42,122.0,,76.18,43.76,52.17,41.06,76.12,28.38,57.32,65.6,34.5,239.3,123.6,72.28
2014-02-20,189.38,122.25,,76.02,43.0,52.11,40.4,75.28,27.34,57.32,62.85,34.38,236.85,123.47,71.25
2014-02-19,189.18,122.01,,77.01,43.24,53.86,40.39,75.91,27.93,57.89,63.38,34.72,237.46,122.48,72.1
2014-02-18,189.78,121.83,,76.3,43.13,53.82,40.65,75.51,28.37,57.61,63.16,34.84,239.7,122.45,71.44
2014-02-17,190.21,122.08,,76.22,42.25,54.78,40.46,75.51,28.57,58.04,63.11,34.8,240.5,122.03,72.89
2014-02-14,189.82,122.85,,76.3,42.53,53.66,40.49,76.14,28.72,57.18,62.89,34.63,241.26,121.56,73.08
